日期,省,城市,城市代码,口罩相关厂商,熔喷布相关厂商,纺织机械相关厂商,无纺布相关厂商,医疗器械相关厂商,聚丙烯相关厂商,卫生相关厂商,人口密度,人口数,确诊,疑似,治愈,死亡,百度指数全部,百度指数pc,百度指数移动
2020-03-26,河南省,焦作市,410800,76,18,810,97,3403,37,3372,4903,9605,32,0,31,1,13824,3478,10346
2020-03-26,河南省,濮阳市,410900,158,39,931,165,4001,161,5327,4903,9605,17,0,17,0,13824,3478,10346
2020-03-26,河南省,许昌市,411000,75,12,1353,84,4370,33,5087,4903,9605,39,0,38,1,13824,3478,10346
2020-03-26,河南省,漯河市,411100,41,18,847,55,2729,11,17448,4903,9605,35,0,35,0,13824,3478,10346
2020-03-26,河南省,三门峡市,411200,21,4,397,26,1528,10,2739,4903,9605,7,0,6,1,13824,3478,10346
2020-03-26,河南省,南阳市,411300,106,15,1654,130,8690,25,9327,4903,9605,156,0,153,3,13824,3478,10346
2020-03-26,河南省,商丘市,411400,170,52,1526,173,6183,12,13902,4903,9605,91,0,88,3,13824,3478,10346
2020-03-26,河南省,信阳市,411500,96,40,575,94,3740,7,3573,4903,9605,274,0,272,2,13824,3478,10346
2020-03-26,河南省,周口市,411600,207,34,2431,681,14304,21,21491,4903,9605,76,0,75,1,13824,3478,10346
2020-03-26,河南省,驻马店市,411700,97,22,796,102,5393,15,6242,4903,9605,139,0,139,0,13824,3478,10346
2020-03-26,湖北省,武汉市,420100,371,40,18065,990,39744,126,31410,2804,5917,50006,0,44068,2531,13824,3478,10346
2020-03-26,湖北省,黄石市,420200,38,10,1217,33,3064,5,3426,2804,5917,1015,0,975,39,13824,3478,10346
2020-03-26,湖北省,十堰市,420300,52,6,2133,32,4671,9,3352,2804,5917,672,0,664,8,13824,3478,10346
2020-03-26,湖北省,宜昌市,420500,88,18,3046,121,6857,31,10098,2804,5917,931,0,893,36,13824,3478,10346
2020-03-26,湖北省,襄阳市,420600,193,15,2491,93,5430,27,6208,2804,5917,1175,0,1134,39,13824,3478,10346
2020-03-26,湖北省,鄂州市,420700,18,5,579,29,1250,6,1961,2804,5917,1394,0,1330,59,13824,3478,10346
2020-03-26,湖北省,荆门市,420800,41,9,726,60,2959,105,2690,2804,5917,928,0,886,39,13824,3478,10346
2020-03-26,湖北省,孝感市,420900,135,10,952,254,4239,25,3236,2804,5917,3518,0,3383,128,13824,3478,10346
2020-03-26,湖北省,荆州市,421000,189,32,1348,253,4630,31,4230,2804,5917,1580,0,1527,52,13824,3478,10346
2020-03-26,湖北省,黄冈市,421100,98,11,1482,86,4740,15,8367,2804,5917,2907,0,2782,125,13824,3478,10346
2020-03-26,湖北省,咸宁市,421200,99,13,925,162,5164,31,4150,2804,5917,836,0,821,15,13824,3478,10346
2020-03-26,湖北省,随州市,421300,32,4,372,34,1573,4,2957,2804,5917,1307,0,1262,45,13824,3478,10346
2020-03-26,湖北省,恩施土家族苗族自治州,422800,39,4,721,25,4403,8,6028,2804,5917,252,0,245,7,13824,3478,10346
2020-03-26,湖南省,长沙市,430100,50,40,14019,99,35101,57,106739,3174,6899,242,0,240,2,13824,3478,10346
2020-03-26,湖南省,株洲市,430200,568,7,2104,43,4782,23,8006,3174,6899,80,0,80,0,13824,3478,10346
2020-03-26,湖南省,湘潭市,430300,19,7,2000,22,2564,9,6208,3174,6899,36,0,36,0,13824,3478,10346
2020-03-26,湖南省,衡阳市,430400,74,0,1026,39,5247,15,14164,3174,6899,48,0,48,0,13824,3478,10346
2020-03-26,湖南省,邵阳市,430500,51,10,905,65,4434,14,4662,3174,6899,102,0,101,1,13824,3478,10346
2020-03-26,湖南省,岳阳市,430600,53,11,1576,46,4940,79,14939,3174,6899,156,0,155,1,13824,3478,10346
2020-03-26,湖南省,常德市,430700,68,7,1470,33,3844,27,16516,3174,6899,82,0,82,0,13824,3478,10346
2020-03-26,湖南省,张家界市,430800,3,3,290,1,1116,1,2144,3174,6899,5,0,5,0,13824,3478,10346
2020-03-26,湖南省,益阳市,430900,58,9,693,71,3704,26,5196,3174,6899,60,0,60,0,13824,3478,10346
2020-03-26,湖南省,郴州市,431000,37,9,812,21,3686,10,6522,3174,6899,39,0,39,0,13824,3478,10346
2020-03-26,湖南省,永州市,431100,100,14,801,59,4183,7,10004,3174,6899,44,0,44,0,13824,3478,10346
2020-03-26,湖南省,怀化市,431200,43,9,490,23,3536,4,5268,3174,6899,40,0,40,0,13824,3478,10346
2020-03-26,湖南省,娄底市,431300,60,7,942,20,3032,10,2355,3174,6899,76,0,76,0,13824,3478,10346
2020-03-26,湖南省,湘西土家族苗族自治州,433100,17,4,300,10,1686,5,2605,3174,6899,8,0,8,0,13824,3478,10346
2020-03-26,广东省,广州市,440100,131,3,39952,1062,75125,157,383636,3469,11346,400,0,338,1,13824,3478,10346
2020-03-26,广东省,韶关市,440200,133,6,581,34,2549,12,2962,3469,11346,10,0,9,1,13824,3478,10346
2020-03-26,广东省,深圳市,440300,14371,803,63506,4954,87865,295,117277,3469,11346,443,0,415,3,13824,3478,10346
2020-03-26,广东省,珠海市,440400,433,20,5422,98,6769,35,8204,3469,11346,101,0,97,1,13824,3478,10346
2020-03-26,广东省,汕头市,440500,619,71,8452,433,6263,77,6943,3469,11346,25,0,25,0,13824,3478,10346
2020-03-26,广东省,佛山市,440600,821,63,6532,715,11424,151,41437,3469,11346,91,0,84,0,13824,3478,10346
2020-03-26,广东省,江门市,440700,187,53,2263,433,5277,44,37805,3469,11346,23,0,23,0,13824,3478,10346
2020-03-26,广东省,湛江市,440800,180,8,1821,31,5425,23,4462,3469,11346,24,0,22,0,13824,3478,10346
2020-03-26,广东省,茂名市,440900,125,8,747,42,4164,112,6432,3469,11346,14,0,14,0,13824,3478,10346
2020-03-26,广东省,肇庆市,441200,139,27,886,81,3640,18,3703,3469,11346,20,0,18,1,13824,3478,10346
2020-03-26,广东省,惠州市,441300,930,121,4646,439,9141,39,6237,3469,11346,62,0,62,0,13824,3478,10346
2020-03-26,广东省,梅州市,441400,103,7,851,45,3720,11,4762,3469,11346,17,0,16,0,13824,3478,10346
2020-03-26,广东省,汕尾市,441500,87,13,297,31,1099,3,3439,3469,11346,5,0,5,0,13824,3478,10346
2020-03-26,广东省,河源市,441600,99,27,2554,47,3184,15,3607,3469,11346,4,0,4,0,13824,3478,10346
2020-03-26,广东省,阳江市,441700,74,10,492,39,2351,3,2214,3469,11346,14,0,14,0,13824,3478,10346
2020-03-26,广东省,清远市,441800,54,7,389,21,2435,22,4222,3469,11346,12,0,12,0,13824,3478,10346
2020-03-26,广东省,东莞市,441900,4645,565,17611,2282,22332,232,16175,3469,11346,100,0,99,1,13824,3478,10346
2020-03-26,广东省,中山市,442000,585,74,2661,334,10952,41,5657,3469,11346,68,0,64,0,13824,3478,10346
2020-03-26,广东省,潮州市,445100,68,10,612,45,1550,5,5897,3469,11346,6,0,5,0,13824,3478,10346
2020-03-26,广东省,揭阳市,445200,231,64,1284,137,2712,40,2890,3469,11346,9,0,8,0,13824,3478,10346
2020-03-26,广东省,云浮市,445300,41,2,192,17,1503,2,2362,3469,11346,0,0,0,0,13824,3478,10346
2020-03-26,广西壮族自治区,南宁市,450100,286,26,17099,162,37863,44,32002,2025,4926,55,0,55,0,13824,3478,10346
2020-03-26,广西壮族自治区,柳州市,450200,105,7,4053,40,6270,43,5842,2025,4926,24,0,24,0,13824,3478,10346
2020-03-26,广西壮族自治区,桂林市,450300,28,5,1234,22,6830,12,5756,2025,4926,32,0,32,0,13824,3478,10346
2020-03-26,广西壮族自治区,梧州市,450400,44,1,1119,8,2813,9,4772,2025,4926,5,0,5,0,13824,3478,10346
2020-03-26,广西壮族自治区,北海市,450500,15,2,1202,8,2267,16,2328,2025,4926,44,0,43,1,13824,3478,10346
2020-03-26,广西壮族自治区,防城港市,450600,19,3,2423,9,958,3,1586,2025,4926,19,0,19,0,13824,3478,10346
2020-03-26,广西壮族自治区,钦州市,450700,25,0,812,18,2423,10,4287,2025,4926,8,0,8,0,13824,3478,10346
2020-03-26,广西壮族自治区,贵港市,450800,24,17,604,32,2835,15,2983,2025,4926,8,0,8,0,13824,3478,10346
2020-03-26,广西壮族自治区,玉林市,450900,47,7,1405,22,5199,9,4868,2025,4926,11,0,11,0,13824,3478,10346
2020-03-26,广西壮族自治区,百色市,451000,36,3,1071,17,3088,7,4038,2025,4926,3,0,3,0,13824,3478,10346
2020-03-26,广西壮族自治区,贺州市,451100,9,5,284,15,1328,5,2938,2025,4926,4,0,4,0,13824,3478,10346
2020-03-26,广西壮族自治区,河池市,451200,27,0,407,5,2197,0,2979,2025,4926,28,0,27,1,13824,3478,10346
2020-03-26,广西壮族自治区,来宾市,451300,29,12,615,13,1357,4,2289,2025,4926,11,0,11,0,13824,3478,10346
2020-03-26,广西壮族自治区,崇左市,451400,41,2,1837,7,1398,0,1668,2025,4926,0,0,0,0,13824,3478,10346
2020-03-26,海南省,海口市,460100,386,0,11252,68,12440,20,14147,2460,934,39,0,39,0,13824,3478,10346
2020-03-26,海南省,三亚市,460200,65,0,1062,8,1936,1,2927,2460,934,54,0,53,1,13824,3478,10346
2020-03-26,海南省,三沙市,460300,4,0,121,2,182,6,95,2460,934,0,0,0,0,13824,3478,10346
2020-03-26,海南省,儋州市,460400,24,0,143,1,618,1,1152,2460,934,15,0,14,1,13824,3478,10346
2020-03-26,重庆市,万州区,500101,60,0,289,2,2001,6,1317,2026,3102,118,0,114,4,13824,3478,10346
2020-03-26,重庆市,涪陵区,500102,132,0,335,2,1049,9,2293,2026,3102,5,0,5,0,13824,3478,10346
2020-03-26,重庆市,渝中区,500103,222,0,3027,12,4112,17,4564,2026,3102,20,0,20,0,13824,3478,10346
2020-03-26,重庆市,大渡口区,500104,92,0,516,3,1172,3,622,2026,3102,7,0,7,0,13824,3478,10346
2020-03-26,重庆市,江北区,500105,363,0,2435,10,4729,11,4474,2026,3102,28,0,28,0,13824,3478,10346
2020-03-26,重庆市,沙坪坝区,500106,233,0,2068,26,4621,7,2708,2026,3102,9,0,9,0,13824,3478,10346
2020-03-26,重庆市,九龙坡区,500107,283,0,3451,47,0,15,6096,2026,3102,21,0,20,1,13824,3478,10346
2020-03-26,重庆市,南岸区,500108,297,0,2234,36,0,14,3720,2026,3102,15,0,15,0,13824,3478,10346
2020-03-26,重庆市,北碚区,500109,194,0,551,7,0,3,1181,2026,3102,0,0,0,0,13824,3478,10346
2020-03-26,重庆市,綦江区,500110,86,0,135,7,0,5,1546,2026,3102,23,0,23,0,13824,3478,10346
2020-03-26,重庆市,大足区,500111,59,0,130,3,0,2,1739,2026,3102,14,0,14,0,13824,3478,10346
2020-03-26,重庆市,渝北区,500112,600,0,3842,31,0,10,8826,2026,3102,17,0,17,0,13824,3478,10346
2020-03-26,重庆市,巴南区,500113,158,0,1006,30,2283,9,1547,2026,3102,6,0,6,0,13824,3478,10346
2020-03-26,重庆市,黔江区,500114,26,0,304,0,1202,1,737,2026,3102,2,0,2,0,13824,3478,10346
2020-03-26,重庆市,长寿区,500115,45,0,229,13,1051,12,5065,2026,3102,22,0,22,0,13824,3478,10346
2020-03-26,重庆市,江津区,500116,77,0,452,28,1623,11,897,2026,3102,4,0,4,0,13824,3478,10346
2020-03-26,重庆市,合川区,500117,39,0,370,8,1167,5,1430,2026,3102,23,0,23,0,13824,3478,10346
2020-03-26,重庆市,永川区,500118,126,0,279,11,1859,11,2491,2026,3102,5,0,5,0,13824,3478,10346
2020-03-26,重庆市,南川区,500119,49,0,92,0,675,0,489,2026,3102,0,0,0,0,13824,3478,10346
2020-03-26,重庆市,璧山区,500120,54,0,182,39,1024,4,922,2026,3102,9,0,9,0,13824,3478,10346
2020-03-26,重庆市,铜梁区,500151,45,0,152,4,1036,8,422,2026,3102,10,0,10,0,13824,3478,10346
2020-03-26,重庆市,潼南区,500152,36,0,68,3,917,0,452,2026,3102,18,0,18,0,13824,3478,10346
2020-03-26,重庆市,荣昌区,500153,29,0,254,4,1633,0,569,2026,3102,9,0,9,0,13824,3478,10346
2020-03-26,重庆市,开州区,500154,30,0,69,1,672,0,727,2026,3102,21,0,20,1,13824,3478,10346
2020-03-26,重庆市,梁平区,500155,57,0,55,3,521,0,738,2026,3102,4,0,4,0,13824,3478,10346
2020-03-26,重庆市,武隆区,500156,4,0,31,0,213,0,223,2026,3102,1,0,1,0,13824,3478,10346
2020-03-26,重庆市,城口县,500229,4,0,16,0,69,0,139,2026,3102,2,0,2,0,13824,3478,10346
2020-03-26,重庆市,丰都县,500230,28,0,68,1,445,0,913,2026,3102,10,0,10,0,13824,3478,10346
2020-03-26,重庆市,垫江县,500231,32,0,78,4,654,0,453,2026,3102,20,0,20,0,13824,3478,10346
2020-03-26,重庆市,忠县,500233,27,0,101,1,1015,0,542,2026,3102,21,0,21,0,13824,3478,10346
2020-03-26,重庆市,云阳县,500235,60,0,43,1,496,0,768,2026,3102,25,0,25,0,13824,3478,10346
2020-03-26,重庆市,奉节县,500236,16,0,68,1,279,0,939,2026,3102,22,0,22,0,13824,3478,10346
2020-03-26,重庆市,巫山县,500237,6,0,21,0,246,0,192,2026,3102,10,0,10,0,13824,3478,10346
2020-03-26,重庆市,巫溪县,500238,9,0,18,0,143,0,581,2026,3102,14,0,14,0,13824,3478,10346
2020-03-26,重庆市,石柱土家族自治县,500240,28,0,58,1,431,0,654,2026,3102,15,0,15,0,13824,3478,10346
2020-03-26,重庆市,秀山土家族苗族自治县,500241,24,0,316,1,544,0,392,2026,3102,1,0,1,0,13824,3478,10346
2020-03-26,重庆市,酉阳土家族苗族自治县,500242,74,0,303,7,724,0,917,2026,3102,1,0,1,0,13824,3478,10346
2020-03-26,重庆市,彭水苗族土家族自治县,500243,34,0,64,2,533,0,1008,2026,3102,2,0,2,0,13824,3478,10346
2020-03-26,四川省,成都市,510100,617,30,54853,0,97072,139,60263,3068,8341,152,0,141,3,13824,3478,10346
2020-03-26,四川省,自贡市,510300,44,1,711,10,3435,10,0,3068,8341,9,0,9,0,13824,3478,10346
2020-03-26,四川省,攀枝花市,510400,14,0,3175,0,2081,3,0,3068,8341,16,0,16,0,13824,3478,10346
2020-03-26,四川省,泸州市,510500,78,18,942,57,6421,14,0,3068,8341,24,0,24,0,13824,3478,10346
2020-03-26,四川省,德阳市,510600,85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,13824,3478,10346
2020-03-26,四川省,绵阳市,510700,60,2,2103,0,7066,25,0,3068,8341,22,0,22,0,13824,3478,10346
2020-03-26,四川省,广元市,510800,6,1,511,0,2731,5,0,3068,8341,6,0,6,0,13824,3478,10346
2020-03-26,四川省,遂宁市,510900,14,1,683,0,2819,213,0,3068,8341,17,0,17,0,13824,3478,10346
2020-03-26,四川省,内江市,511000,31,2,716,0,3940,14,0,3068,8341,22,0,22,0,13824,3478,10346
2020-03-26,四川省,乐山市,511100,14,0,965,0,3192,7,4948,3068,8341,3,0,3,0,13824,3478,10346
2020-03-26,四川省,南充市,511300,24,3,1051,19,5223,15,4042,3068,8341,39,0,39,0,13824,3478,10346
2020-03-26,四川省,眉山市,511400,19,0,323,20,3257,28,0,3068,8341,8,0,8,0,13824,3478,10346
2020-03-26,四川省,宜宾市,511500,35,3,1249,0,4624,11,0,3068,8341,12,0,12,0,13824,3478,10346
2020-03-26,四川省,广安市,511600,18,5,603,17,2928,9,0,3068,8341,30,0,30,0,13824,3478,10346
2020-03-26,四川省,达州市,511700,34,1,972,3,5318,6,0,3068,8341,42,0,42,0,13824,3478,10346
2020-03-26,四川省,雅安市,511800,7,2,221,5,1430,1,0,3068,8341,7,0,7,0,13824,3478,10346
2020-03-26,四川省,巴中市,511900,8,1,334,4,2852,3,3619,3068,8341,24,0,24,0,13824,3478,10346
2020-03-26,四川省,资阳市,512000,11,3,521,5,2173,3,7335,3068,8341,4,0,4,0,13824,3478,10346
2020-03-26,四川省,阿坝藏族羌族自治州,513200,4,0,104,1,515,0,1155,3068,8341,1,0,1,0,13824,3478,10346
2020-03-26,四川省,甘孜藏族自治州,513300,1,0,50,0,350,0,628,3068,8341,78,0,78,0,13824,3478,10346
2020-03-26,四川省,凉山彝族自治州,513400,9,0,704,4,2096,1,3150,3068,8341,13,0,13,0,13824,3478,10346
2020-03-26,贵州省,贵阳市,520100,109,37,6634,117,15565,38,12324,2412,3600,36,0,35,1,13824,3478,10346
2020-03-26,贵州省,六盘水市,520200,22,0,319,3,1229,1,2591,2412,3600,10,0,9,1,13824,3478,10346
2020-03-26,贵州省,遵义市,520300,56,6,901,14,4446,6,5274,2412,3600,32,0,32,0,13824,3478,10346
2020-03-26,贵州省,安顺市,520400,24,4,250,7,1231,6,1699,2412,3600,4,0,4,0,13824,3478,10346
2020-03-26,贵州省,毕节市,520500,32,6,1617,15,2406,2,5705,2412,3600,23,0,23,0,13824,3478,10346
2020-03-26,贵州省,铜仁市,520600,29,6,264,22,1681,1,2720,2412,3600,10,0,10,0,13824,3478,10346
2020-03-26,贵州省,黔西南布依族苗族自治州,522300,12,3,335,9,1492,4,2853,2412,3600,4,0,4,0,13824,3478,10346
2020-03-26,贵州省,黔东南苗族侗族自治州,522600,26,4,450,6,2483,6,4222,2412,3600,10,0,10,0,13824,3478,10346
2020-03-26,贵州省,黔南布依族苗族自治州,522700,52,4,548,17,2423,11,3891,2412,3600,17,0,17,0,13824,3478,10346
2020-03-26,云南省,昆明市,530100,140,10,8603,147,17189,88,16260,3021,4830,53,0,53,0,13824,3478,10346
2020-03-26,云南省,曲靖市,530300,23,1,618,15,3815,2,5369,3021,4830,13,0,13,0,13824,3478,10346
2020-03-26,云南省,玉溪市,530400,45,1,769,10,2168,8,8100,3021,4830,14,0,13,1,13824,3478,10346
2020-03-26,云南省,保山市,530500,3,0,727,5,2136,0,3791,3021,4830,9,0,9,0,13824,3478,10346
2020-03-26,云南省,昭通市,530600,5,1,241,4,1780,4,2994,3021,4830,25,0,25,0,13824,3478,10346
2020-03-26,云南省,丽江市,530700,3,0,147,2,806,0,1152,3021,4830,7,0,7,0,13824,3478,10346
2020-03-26,云南省,普洱市,530800,3,0,269,6,1727,0,2542,3021,4830,4,0,4,0,13824,3478,10346
2020-03-26,云南省,临沧市,530900,4,0,428,5,1446,2,2264,3021,4830,1,0,1,0,13824,3478,10346
2020-03-26,云南省,楚雄彝族自治州,532300,28,3,280,7,2214,4,4247,3021,4830,4,0,4,0,13824,3478,10346
2020-03-26,云南省,红河哈尼族彝族自治州,532500,30,1,1019,7,3072,12,4907,3021,4830,9,0,9,0,13824,3478,10346
2020-03-26,云南省,文山壮族苗族自治州,532600,6,1,387,9,2971,1,7274,3021,4830,2,0,2,0,13824,3478,10346
2020-03-26,云南省,西双版纳傣族自治州,532800,1,0,353,3,1426,0,1763,3021,4830,15,0,14,1,13824,3478,10346
2020-03-26,云南省,大理白族自治州,532900,7,0,337,26,2205,0,2999,3021,4830,13,0,13,0,13824,3478,10346
2020-03-26,云南省,德宏傣族景颇族自治州,533100,30,0,951,0,934,5,1282,3021,4830,5,0,5,0,13824,3478,10346
2020-03-26,云南省,怒江傈僳族自治州,533300,7,0,53,1,287,0,1749,3021,4830,0,0,0,0,13824,3478,10346
2020-03-26,云南省,迪庆藏族自治州,533400,6,0,36,1,271,0,264,3021,4830,0,0,0,0,13824,3478,10346
2020-03-26,西藏自治区,拉萨市,540100,26,0,893,32,2404,5,2197,1750,344,1,0,1,0,13824,3478,10346
2020-03-26,西藏自治区,日喀则市,540200,20,0,319,0,334,0,679,1750,344,0,0,0,0,13824,3478,10346
2020-03-26,西藏自治区,昌都市,540300,7,0,89,1,201,1,341,1750,344,0,0,0,0,13824,3478,10346
2020-03-26,西藏自治区,林芝市,540400,0,0,132,1,167,0,277,1750,344,0,0,0,0,13824,3478,10346
2020-03-26,西藏自治区,山南市,540500,0,0,58,8,191,0,234,1750,344,0,0,0,0,13824,3478,10346
2020-03-26,西藏自治区,阿里地区,542500,0,0,34,0,68,1,76,1750,34,0,0,0,0,13824,3478,10346
2020-03-26,陕西省,西安市,610100,2498,0,19609,380,54638,177,84477,4450,3864,120,0,117,3,13824,3478,10346
2020-03-26,陕西省,铜川市,610200,7,0,259,3,795,4,3413,4450,3864,8,0,8,0,13824,3478,10346
2020-03-26,陕西省,宝鸡市,610300,67,0,1377,103,3760,26,10859,4450,3864,13,0,13,0,13824,3478,10346
2020-03-26,陕西省,咸阳市,610400,68,0,1490,71,4265,43,12371,4450,3864,17,0,17,0,13824,3478,10346
2020-03-26,陕西省,渭南市,610500,34,0,749,53,4010,22,7744,4450,3864,15,0,15,0,13824,3478,10346
2020-03-26,陕西省,延安市,610600,14,0,670,5,1843,205,3633,4450,3864,8,0,8,0,13824,3478,10346
2020-03-26,陕西省,汉中市,610700,23,0,383,16,2560,10,5387,4450,3864,26,0,26,0,13824,3478,10346
2020-03-26,陕西省,榆林市,610800,36,0,1689,8,3552,167,9725,4450,3864,3,0,3,0,13824,3478,10346
2020-03-26,陕西省,安康市,610900,26,0,373,12,2147,5,3723,4450,3864,26,0,26,0,13824,3478,10346
2020-03-26,陕西省,商洛市,611000,11,1,149,7,1016,4,2457,4450,3864,7,0,7,0,13824,3478,10346
2020-03-26,甘肃省,兰州市,620100,182,0,5292,92,9308,57,10090,3237,2637,36,0,34,2,13824,3478,10346
2020-03-26,甘肃省,嘉峪关市,620200,38,0,423,2,584,5,3100,3237,2637,0,0,0,0,13824,3478,10346
2020-03-26,甘肃省,金昌市,620300,9,0,340,3,531,4,1619,3237,2637,1,0,1,0,13824,3478,10346
2020-03-26,甘肃省,白银市,620400,173,0,1750,9,1354,5,10842,3237,2637,4,0,4,0,13824,3478,10346
2020-03-26,甘肃省,天水市,620500,60,0,383,14,1640,2,3403,3237,2637,12,0,12,0,13824,3478,10346
2020-03-26,甘肃省,武威市,620600,26,0,508,8,1679,6,2723,3237,2637,0,0,0,0,13824,3478,10346
2020-03-26,甘肃省,张掖市,620700,17,0,490,17,1644,4,8344,3237,2637,2,0,2,0,13824,3478,10346
2020-03-26,甘肃省,平凉市,620800,24,0,504,11,1188,7,3235,3237,2637,9,0,9,0,13824,3478,10346
2020-03-26,甘肃省,酒泉市,620900,19,0,981,26,2168,89,4858,3237,2637,0,0,0,0,13824,3478,10346
2020-03-26,甘肃省,庆阳市,621000,18,0,993,16,1637,39,5870,3237,2637,3,0,3,0,13824,3478,10346
2020-03-26,甘肃省,定西市,621100,25,0,368,11,1285,4,3397,3237,2637,9,0,9,0,13824,3478,10346
2020-03-26,甘肃省,陇南市,621200,47,0,335,7,901,2,1902,3237,2637,4,0,4,0,13824,3478,10346
2020-03-26,甘肃省,临夏回族自治州,622900,13,0,194,12,933,2,2182,3237,2637,3,0,3,0,13824,3478,10346
2020-03-26,甘肃省,甘南藏族自治州,623000,17,0,124,1,334,0,854,3237,2637,8,0,8,0,13824,3478,10346
2020-03-26,青海省,西宁市,630100,34,0,1967,70,5168,15,4311,2804,603,15,0,15,0,13824,3478,10346
2020-03-26,青海省,海东市,630200,9,0,206,9,581,5,1001,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,青海省,海北藏族自治州,632200,5,0,42,0,133,3,555,2804,603,3,0,3,0,13824,3478,10346
2020-03-26,青海省,黄南藏族自治州,632300,3,0,13,1,54,0,156,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,青海省,海南藏族自治州,632500,2,0,47,3,149,0,305,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,青海省,果洛藏族自治州,632600,1,0,3,1,14,0,59,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,青海省,玉树藏族自治州,632700,12,0,10,0,21,0,123,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,青海省,海西蒙古族藏族自治州,632800,4,0,211,10,454,31,1093,2804,603,0,0,0,0,13824,3478,10346
2020-03-26,宁夏回族自治区,银川市,640100,56,0,3589,73,8262,100,8025,1371,688,36,0,36,0,13824,3478,10346
2020-03-26,宁夏回族自治区,石嘴山市,640200,73,0,285,13,1080,45,3050,1371,688,1,0,1,0,13824,3478,10346
2020-03-26,宁夏回族自治区,吴忠市,640300,13,0,442,9,1586,13,3309,1371,688,28,0,28,0,13824,3478,10346
2020-03-26,宁夏回族自治区,固原市,640400,6,0,195,8,1014,2,1609,1371,688,5,0,5,0,13824,3478,10346
2020-03-26,宁夏回族自治区,中卫市,640500,5,0,802,4,982,2,4664,1371,688,4,0,4,0,13824,3478,10346
2020-03-26,新疆维吾尔自治区,乌鲁木齐市,650100,123,0,23510,118,17391,39,13949,2525,2487,23,0,23,0,13824,3478,10346
2020-03-26,新疆维吾尔自治区,克拉玛依市,650200,9,0,2600,4,507,7,5333,2525,2487,0,0,0,0,13824,3478,10346
2020-03-26,新疆维吾尔自治区,吐鲁番市,650400,21,0,270,5,586,3,1152,2525,2487,3,0,3,0,13824,3478,10346
