2020-01-23,重庆市,奉节县,500236,16,0,68,1,279,0,939,2026,3102,1,0,0,0,164319,14712,149607,1
2020-01-23,重庆市,巫山县,500237,6,0,21,0,246,0,192,2026,3102,3,0,0,0,164319,14712,149607,1
2020-01-23,重庆市,巫溪县,500238,9,0,18,0,143,0,581,2026,3102,1,0,0,0,164319,14712,149607,1
2020-01-23,重庆市,秀山土家族苗族自治县,500241,24,0,316,1,544,0,392,2026,3102,1,0,0,0,164319,14712,149607,1
2020-01-23,四川省,成都市,510100,617,30,54853,0,97072,139,60263,3068,8341,7,0,0,0,164319,14712,149607,1
2020-01-23,四川省,德阳市,510600,85,6,1649,67,3976,30,0,3068,8341,1,0,0,0,164319,14712,149607,1
2020-01-23,四川省,绵阳市,510700,60,2,2103,0,7066,25,0,3068,8341,2,0,0,0,164319,14712,149607,1
2020-01-23,四川省,遂宁市,510900,14,1,683,0,2819,213,0,3068,8341,1,0,0,0,164319,14712,149607,1
2020-01-23,四川省,广安市,511600,18,5,603,17,2928,9,0,3068,8341,2,0,0,0,164319,14712,149607,1
2020-01-23,四川省,达州市,511700,34,1,972,3,5318,6,0,3068,8341,1,0,0,0,164319,14712,149607,1
2020-01-23,四川省,雅安市,511800,7,2,221,5,1430,1,0,3068,8341,1,0,0,0,164319,14712,149607,1
2020-01-23,贵州省,贵阳市,520100,109,37,6634,117,15565,38,12324,2412,3600,1,0,0,0,164319,14712,149607,1
2020-01-23,贵州省,铜仁市,520600,29,6,264,22,1681,1,2720,2412,3600,1,0,0,0,164319,14712,149607,1
2020-01-23,贵州省,黔南布依族苗族自治州,522700,52,4,548,17,2423,11,3891,2412,3600,1,0,0,0,164319,14712,149607,1
2020-01-23,云南省,昆明市,530100,140,10,8603,147,17189,88,16260,3021,4830,2,0,0,0,164319,14712,149607,1
2020-01-23,陕西省,西安市,610100,2498,0,19609,380,54638,177,84477,4450,3864,2,0,0,0,164319,14712,149607,1
2020-01-23,陕西省,咸阳市,610400,68,0,1490,71,4265,43,12371,4450,3864,1,0,0,0,164319,14712,149607,1
2020-01-23,陕西省,延安市,610600,14,0,670,5,1843,205,3633,4450,3864,1,0,0,0,164319,14712,149607,1
2020-01-23,陕西省,安康市,610900,26,0,373,12,2147,5,3723,4450,3864,1,0,0,0,164319,14712,149607,1
2020-01-23,甘肃省,兰州市,620100,182,0,5292,92,9308,57,10090,3237,2637,1,0,0,0,164319,14712,149607,1
2020-01-23,甘肃省,白银市,620400,173,0,1750,9,1354,5,10842,3237,2637,0,1,0,0,164319,14712,149607,1
2020-01-23,宁夏回族自治区,银川市,640100,56,0,3589,73,8262,100,8025,1371,688,1,0,0,0,164319,14712,149607,1
2020-01-23,宁夏回族自治区,中卫市,640500,5,0,802,4,982,2,4664,1371,688,1,0,0,0,164319,14712,149607,1
2020-01-23,新疆维吾尔自治区,乌鲁木齐市,650100,123,0,23510,118,17391,39,13949,2525,2487,2,0,0,0,164319,14712,149607,1
2020-01-24,北京市,西城区,110102,66,1,10342,6,10467,88,2837,1136,2154,4,0,0,0,88212,7737,80475,1
2020-01-24,北京市,朝阳区,110105,369,2,46724,40,48714,31,5304,1136,2154,5,0,0,0,88212,7737,80475,1
2020-01-24,北京市,丰台区,110106,83,0,26407,22,29557,31,4839,1136,2154,2,0,0,0,88212,7737,80475,1
2020-01-24,北京市,石景山区,110107,104,0,4273,7,6175,11,2259,1136,2154,1,0,0,0,88212,7737,80475,1
2020-01-24,北京市,海淀区,110108,268,8,32558,17,42923,72,7025,1136,2154,6,0,0,0,88212,7737,80475,1
2020-01-24,北京市,通州区,110112,753,2,19516,38,16488,10,4823,1136,2154,2,0,0,0,88212,7737,80475,1
2020-01-24,北京市,顺义区,110113,211,0,8296,14,8588,9,4806,1136,2154,1,0,0,0,88212,7737,80475,1
2020-01-24,北京市,昌平区,110114,111,2,12500,13,16364,18,3981,1136,2154,3,0,0,0,88212,7737,80475,1
2020-01-24,北京市,大兴区,110115,145,0,10951,39,14428,16,4055,1136,2154,2,0,0,0,88212,7737,80475,1
2020-01-24,河北省,石家庄市,130100,928,49,17846,2485,35885,340,30944,3210,7556,4,0,0,0,88212,7737,80475,1
2020-01-24,河北省,保定市,130600,1163,36,9090,2834,15579,198,57755,3210,7556,1,0,0,0,88212,7737,80475,1
2020-01-24,河北省,承德市,130800,101,1,1723,22,4357,14,14871,3210,7556,1,0,0,0,88212,7737,80475,1
2020-01-24,河北省,沧州市,130900,157,23,2370,483,7511,360,15259,3210,7556,2,0,0,1,88212,7737,80475,1
2020-01-24,山西省,太原市,140100,95,4,14433,77,17802,12,20862,3514,3718,2,0,0,0,88212,7737,80475,1
2020-01-24,山西省,大同市,140200,37,6,1048,19,3522,4,4622,3514,3718,1,0,0,0,88212,7737,80475,1
2020-01-24,山西省,长治市,140400,18,4,1601,17,3063,10,7855,3514,3718,1,0,0,0,88212,7737,80475,1
2020-01-24,山西省,运城市,140800,50,4,6916,52,4672,29,8513,3514,3718,2,0,0,0,88212,7737,80475,1
2020-01-24,内蒙古自治区,赤峰市,150400,39,0,2117,26,6396,18,20048,1846,2534,0,1,0,0,88212,7737,80475,1
2020-01-24,内蒙古自治区,鄂尔多斯市,150600,28,0,1942,33,2733,34,12912,1846,2534,0,2,0,0,88212,7737,80475,1
2020-01-24,内蒙古自治区,呼伦贝尔市,150700,12,0,640,4,2961,5,4520,1846,2534,1,1,0,0,88212,7737,80475,1
2020-01-24,内蒙古自治区,锡林郭勒盟,152500,27,0,927,16,1819,7,2280,1846,2534,1,1,0,0,88212,7737,80475,1
2020-01-24,辽宁省,沈阳市,210100,415,36,17658,390,35130,85,24802,1782,4359,3,0,0,0,88212,7737,80475,1
2020-01-24,辽宁省,大连市,210200,556,37,4126,286,16339,1300,11092,1782,4359,2,0,0,0,88212,7737,80475,1
2020-01-24,辽宁省,本溪市,210500,37,4,493,17,1983,8,4326,1782,4359,1,0,0,0,88212,7737,80475,1
2020-01-24,辽宁省,铁岭市,211200,115,12,421,39,2940,23,14459,1782,4359,2,0,0,0,88212,7737,80475,1
2020-01-24,辽宁省,朝阳市,211300,46,5,788,43,3382,22,13020,1782,4359,2,0,0,0,88212,7737,80475,1
2020-01-24,辽宁省,葫芦岛市,211400,83,3,777,29,2620,37,13978,1782,4359,2,0,0,0,88212,7737,80475,1
2020-01-24,吉林省,长春市,220100,345,22,7443,280,27483,76,25469,1831,2704,1,0,0,0,88212,7737,80475,1
2020-01-24,吉林省,吉林市,220200,41,0,2907,52,7768,42,13839,1831,2704,2,0,0,0,88212,7737,80475,1
2020-01-24,吉林省,松原市,220700,24,0,505,24,3158,11,3845,1831,2704,1,0,0,0,88212,7737,80475,1
2020-01-24,黑龙江省,哈尔滨市,230100,319,0,9962,176,31479,47,27119,5476,3773,6,0,0,0,88212,7737,80475,1
2020-01-24,黑龙江省,大庆市,230600,38,0,18396,76,6696,71,31582,5476,3773,1,0,0,0,88212,7737,80475,1
2020-01-24,黑龙江省,牡丹江市,231000,70,0,627,36,3523,18,5302,5476,3773,1,0,0,0,88212,7737,80475,1
2020-01-24,黑龙江省,绥化市,231200,25,0,598,33,4165,5,6372,5476,3773,1,0,0,1,88212,7737,80475,1
2020-01-24,江苏省,南京市,320100,1552,3,22042,290,42079,158,27159,2176,8051,4,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,无锡市,320200,4429,12,42232,951,20688,192,21969,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,常州市,320400,3563,6,24313,714,15436,251,15624,2176,8051,5,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,苏州市,320500,7969,15,47886,3503,38858,351,33120,2176,8051,3,0,1,0,88212,7737,80475,1
2020-01-24,江苏省,南通市,320600,2581,5,18640,1144,15446,138,20531,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,连云港市,320700,642,3,5205,167,9251,66,7972,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,盐城市,320900,1144,4,9204,1126,12127,160,15727,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,扬州市,321000,1553,6,5309,1047,12802,121,16848,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,江苏省,宿迁市,321300,14658,3,8342,629,14509,73,40717,2176,8051,1,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,杭州市,330100,5157,11,37697,1219,54578,297,71513,2137,5737,12,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,宁波市,330200,4647,114,26881,790,26299,121,33922,2137,5737,6,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,温州市,330300,3779,12,9990,21191,15190,427,0,2137,5737,10,0,1,0,88212,7737,80475,1
2020-01-24,浙江省,嘉兴市,330400,1788,21,13461,886,10196,89,0,2137,5737,4,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,绍兴市,330600,1422,39,21267,0,10129,83,0,2137,5737,4,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,金华市,330700,11698,26,18073,0,18992,58,0,2137,5737,2,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,衢州市,330800,461,21,1345,0,3848,40,0,2137,5737,2,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,舟山市,330900,137,5,3113,0,2398,98,0,2137,5737,2,0,0,0,88212,7737,80475,1
2020-01-24,浙江省,台州市,331000,1606,10,5790,0,9543,175,0,2137,5737,20,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,合肥市,340100,1110,176,12829,937,34093,147,32412,2599,6324,10,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,芜湖市,340200,279,178,2101,254,5266,119,7054,2599,6324,1,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,蚌埠市,340300,206,137,1263,269,3959,36,7722,2599,6324,1,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,马鞍山市,340500,154,40,1487,77,3644,24,3983,2599,6324,4,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,铜陵市,340700,184,91,1208,122,1688,43,2738,2599,6324,3,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,安庆市,340800,4786,1916,1940,6048,5621,152,10242,2599,6324,4,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,滁州市,341100,958,460,1303,811,3918,62,5571,2599,6324,2,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,阜阳市,341200,913,180,1528,493,8488,97,12411,2599,6324,7,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,六安市,341500,320,153,927,288,2530,32,4771,2599,6324,2,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,亳州市,341600,358,98,619,163,4442,8,6971,2599,6324,4,0,0,0,88212,7737,80475,1
2020-01-24,安徽省,池州市,341700,176,55,405,121,1306,16,1975,2599,6324,1,0,0,0,88212,7737,80475,1
2020-01-24,福建省,福州市,350100,332,5,22973,148,21296,97,48332,3238,3941,5,0,0,0,88212,7737,80475,1
2020-01-24,福建省,厦门市,350200,450,1,53751,175,21383,30,136968,3238,3941,3,2,0,0,88212,7737,80475,1
2020-01-24,福建省,三明市,350400,64,12,2812,56,2292,13,8075,3238,3941,0,1,0,0,88212,7737,80475,1
2020-01-24,福建省,泉州市,350500,3897,322,17847,2091,11468,114,61222,3238,3941,1,0,0,0,88212,7737,80475,1
2020-01-24,福建省,漳州市,350600,331,9,1816,90,3981,68,13297,3238,3941,0,1,0,0,88212,7737,80475,1
2020-01-24,福建省,宁德市,350900,109,6,1518,106,3032,4,15093,3238,3941,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,南昌市,360100,149,38,5258,158,23476,19,19420,4818,4648,3,0,0,0,88212,7737,80475,1
2020-01-24,江西省,景德镇市,360200,90,29,384,37,1032,3,1370,4818,4648,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,萍乡市,360300,67,11,584,29,2256,42,2854,4818,4648,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,九江市,360400,363,30,2818,194,8145,111,10875,4818,4648,2,0,0,0,88212,7737,80475,1
2020-01-24,江西省,新余市,360500,29,9,1847,29,3669,4,4305,4818,4648,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,赣州市,360700,185,23,1491,123,6615,24,13687,4818,4648,2,0,0,0,88212,7737,80475,1
2020-01-24,江西省,吉安市,360800,129,24,1421,115,6040,9,7009,4818,4648,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,宜春市,360900,139,16,1729,138,14831,182,8060,4818,4648,1,0,0,0,88212,7737,80475,1
2020-01-24,江西省,抚州市,361000,89,36,682,198,3952,15,3439,4818,4648,4,0,0,0,88212,7737,80475,1
2020-01-24,江西省,上饶市,361100,202,37,2337,151,5738,15,7978,4818,4648,2,0,0,0,88212,7737,80475,1
2020-01-24,山东省,济南市,370100,1489,60,35705,1004,54490,217,61139,1622,10047,2,2,0,0,88212,7737,80475,1
2020-01-24,山东省,青岛市,370200,3731,321,46440,1687,41435,279,82282,1622,10047,4,1,0,0,88212,7737,80475,1
2020-01-24,山东省,烟台市,370600,1060,80,12185,442,18773,138,26387,1622,10047,2,0,0,0,88212,7737,80475,1
2020-01-24,山东省,潍坊市,370700,2793,373,12083,3045,19972,231,46475,1622,10047,1,1,0,0,88212,7737,80475,1
2020-01-24,山东省,济宁市,370800,661,63,8198,354,15048,114,32403,1622,10047,2,2,0,0,88212,7737,80475,1
2020-01-24,山东省,威海市,371000,355,29,4497,201,8704,32,14299,1622,10047,3,2,0,0,88212,7737,80475,1
2020-01-24,山东省,日照市,371100,215,27,3048,187,4712,121,13917,1622,10047,2,0,0,0,88212,7737,80475,1
2020-01-24,山东省,临沂市,371300,1396,132,4647,721,14395,194,20493,1622,10047,3,1,0,0,88212,7737,80475,1
2020-01-24,山东省,德州市,371400,284,52,2700,525,6843,108,18783,1622,10047,1,0,0,0,88212,7737,80475,1
2020-01-24,山东省,聊城市,371500,352,55,3739,340,8236,100,24280,1622,10047,1,0,0,0,88212,7737,80475,1
2020-01-24,山东省,滨州市,371600,195,33,4052,489,6451,131,10371,1622,10047,0,1,0,0,88212,7737,80475,1
2020-01-24,山东省,菏泽市,371700,546,87,2953,365,9532,117,21150,1622,10047,0,1,0,0,88212,7737,80475,1
2020-01-24,河南省,郑州市,410100,1960,87,23591,637,58752,72,40242,4903,9605,6,0,0,0,88212,7737,80475,1
2020-01-24,河南省,洛阳市,410300,125,17,4287,129,9667,661,16060,4903,9605,1,0,0,0,88212,7737,80475,1
2020-01-24,河南省,平顶山市,410400,66,22,2171,82,5210,22,10605,4903,9605,1,0,0,0,88212,7737,80475,1
2020-01-24,河南省,新乡市,410700,449,217,2233,2257,10400,34,12085,4903,9605,1,0,0,0,88212,7737,80475,1
2020-01-24,河南省,三门峡市,411200,21,4,397,26,1528,10,2739,4903,9605,1,0,0,0,88212,7737,80475,1
2020-01-24,河南省,南阳市,411300,106,15,1654,130,8690,25,9327,4903,9605,8,0,0,0,88212,7737,80475,1
2020-01-24,河南省,信阳市,411500,96,40,575,94,3740,7,3573,4903,9605,5,0,0,0,88212,7737,80475,1
2020-01-24,河南省,周口市,411600,207,34,2431,681,14304,21,21491,4903,9605,4,0,0,0,88212,7737,80475,1
2020-01-24,河南省,驻马店市,411700,97,22,796,102,5393,15,6242,4903,9605,2,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,武汉市,420100,371,40,18065,990,39744,126,31410,2804,5917,572,0,0,38,88212,7737,80475,1
2020-01-24,湖北省,十堰市,420300,52,6,2133,32,4671,9,3352,2804,5917,5,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,宜昌市,420500,88,18,3046,121,6857,31,10098,2804,5917,1,0,0,1,88212,7737,80475,1
2020-01-24,湖北省,鄂州市,420700,18,5,579,29,1250,6,1961,2804,5917,1,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,荆门市,420800,41,9,726,60,2959,105,2690,2804,5917,21,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,孝感市,420900,135,10,952,254,4239,25,3236,2804,5917,26,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,荆州市,421000,189,32,1348,253,4630,31,4230,2804,5917,10,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,黄冈市,421100,98,11,1482,86,4740,15,8367,2804,5917,64,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,随州市,421300,32,4,372,34,1573,4,2957,2804,5917,5,0,0,0,88212,7737,80475,1
2020-01-24,湖北省,恩施土家族苗族自治州,422800,39,4,721,25,4403,8,6028,2804,5917,11,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,长沙市,430100,50,40,14019,99,35101,57,106739,3174,6899,8,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,株洲市,430200,568,7,2104,43,4782,23,8006,3174,6899,1,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,湘潭市,430300,19,7,2000,22,2564,9,6208,3174,6899,2,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,衡阳市,430400,74,0,1026,39,5247,15,14164,3174,6899,3,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,邵阳市,430500,51,10,905,65,4434,14,4662,3174,6899,2,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,岳阳市,430600,53,11,1576,46,4940,79,14939,3174,6899,5,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,常德市,430700,68,7,1470,33,3844,27,16516,3174,6899,3,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,益阳市,430900,58,9,693,71,3704,26,5196,3174,6899,4,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,郴州市,431000,37,9,812,21,3686,10,6522,3174,6899,1,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,永州市,431100,100,14,801,59,4183,7,10004,3174,6899,4,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,怀化市,431200,43,9,490,23,3536,4,5268,3174,6899,5,0,0,0,88212,7737,80475,1
2020-01-24,湖南省,娄底市,431300,60,7,942,20,3032,10,2355,3174,6899,5,0,0,0,88212,7737,80475,1
2020-01-24,广东省,广州市,440100,131,3,39952,1062,75125,157,383636,3469,11346,14,0,0,0,88212,7737,80475,1
2020-01-24,广东省,韶关市,440200,133,6,581,34,2549,12,2962,3469,11346,3,0,0,0,88212,7737,80475,1
2020-01-24,广东省,深圳市,440300,14371,803,63506,4954,87865,295,117277,3469,11346,20,0,2,0,88212,7737,80475,1
2020-01-24,广东省,珠海市,440400,433,20,5422,98,6769,35,8204,3469,11346,10,0,0,0,88212,7737,80475,1
2020-01-24,广东省,汕头市,440500,619,71,8452,433,6263,77,6943,3469,11346,1,0,0,0,88212,7737,80475,1
2020-01-24,广东省,佛山市,440600,821,63,6532,715,11424,151,41437,3469,11346,9,0,0,0,88212,7737,80475,1
2020-01-24,广东省,湛江市,440800,180,8,1821,31,5425,23,4462,3469,11346,2,0,0,0,88212,7737,80475,1
2020-01-24,广东省,肇庆市,441200,139,27,886,81,3640,18,3703,3469,11346,2,0,0,0,88212,7737,80475,1
2020-01-24,广东省,惠州市,441300,930,121,4646,439,9141,39,6237,3469,11346,7,0,0,0,88212,7737,80475,1
2020-01-24,广东省,阳江市,441700,74,10,492,39,2351,3,2214,3469,11346,5,0,0,0,88212,7737,80475,1
2020-01-24,广东省,清远市,441800,54,7,389,21,2435,22,4222,3469,11346,2,0,0,0,88212,7737,80475,1
2020-01-24,广东省,东莞市,441900,4645,565,17611,2282,22332,232,16175,3469,11346,1,0,0,0,88212,7737,80475,1
2020-01-24,广东省,中山市,442000,585,74,2661,334,10952,41,5657,3469,11346,2,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,柳州市,450200,105,7,4053,40,6270,43,5842,2025,4926,3,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,桂林市,450300,28,5,1234,22,6830,12,5756,2025,4926,6,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,梧州市,450400,44,1,1119,8,2813,9,4772,2025,4926,1,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,北海市,450500,15,2,1202,8,2267,16,2328,2025,4926,6,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,防城港市,450600,19,3,2423,9,958,3,1586,2025,4926,2,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,玉林市,450900,47,7,1405,22,5199,9,4868,2025,4926,1,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,百色市,451000,36,3,1071,17,3088,7,4038,2025,4926,1,0,0,0,88212,7737,80475,1
2020-01-24,广西壮族自治区,河池市,451200,27,0,407,5,2197,0,2979,2025,4926,3,0,0,0,88212,7737,80475,1
2020-01-24,海南省,海口市,460100,386,0,11252,68,12440,20,14147,2460,934,3,0,0,0,88212,7737,80475,1
2020-01-24,海南省,三亚市,460200,65,0,1062,8,1936,1,2927,2460,934,5,0,0,0,88212,7737,80475,1
2020-01-24,海南省,儋州市,460400,24,0,143,1,618,1,1152,2460,934,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,万州区,500101,60,0,289,2,2001,6,1317,2026,3102,10,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,涪陵区,500102,132,0,335,2,1049,9,2293,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,大渡口区,500104,92,0,516,3,1172,3,622,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,九龙坡区,500107,283,0,3451,47,0,15,6096,2026,3102,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,渝北区,500112,600,0,3842,31,0,10,8826,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,长寿区,500115,45,0,229,13,1051,12,5065,2026,3102,5,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,合川区,500117,39,0,370,8,1167,5,1430,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,永川区,500118,126,0,279,11,1859,11,2491,2026,3102,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,璧山区,500120,54,0,182,39,1024,4,922,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,开州区,500154,30,0,69,1,672,0,727,2026,3102,4,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,梁平区,500155,57,0,55,3,521,0,738,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,城口县,500229,4,0,16,0,69,0,139,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,丰都县,500230,28,0,68,1,445,0,913,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,垫江县,500231,32,0,78,4,654,0,453,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,忠县,500233,27,0,101,1,1015,0,542,2026,3102,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,云阳县,500235,60,0,43,1,496,0,768,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,奉节县,500236,16,0,68,1,279,0,939,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,巫山县,500237,6,0,21,0,246,0,192,2026,3102,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,巫溪县,500238,9,0,18,0,143,0,581,2026,3102,2,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,石柱土家族自治县,500240,28,0,58,1,431,0,654,2026,3102,3,0,0,0,88212,7737,80475,1
2020-01-24,重庆市,秀山土家族苗族自治县,500241,24,0,316,1,544,0,392,2026,3102,1,0,0,0,88212,7737,80475,1
2020-01-24,四川省,成都市,510100,617,30,54853,0,97072,139,60263,3068,8341,16,0,0,0,88212,7737,80475,1
2020-01-24,四川省,自贡市,510300,44,1,711,10,3435,10,0,3068,8341,1,0,0,0,88212,7737,80475,1
2020-01-24,四川省,泸州市,510500,78,18,942,57,6421,14,0,3068,8341,1,0,0,0,88212,7737,80475,1
2020-01-24,四川省,德阳市,510600,85,6,1649,67,3976,30,0,3068,8341,1,0,0,0,88212,7737,80475,1
2020-01-24,四川省,绵阳市,510700,60,2,2103,0,7066,25,0,3068,8341,2,0,0,0,88212,7737,80475,1
2020-01-24,四川省,遂宁市,510900,14,1,683,0,2819,213,0,3068,8341,2,0,0,0,88212,7737,80475,1
2020-01-24,四川省,内江市,511000,31,2,716,0,3940,14,0,3068,8341,1,0,0,0,88212,7737,80475,1
